Zip,Weekday,Hour,Expected Trips,Expected Trips (Est)
7029,0,8,0,0.047699879854917526
7029,0,9,0,0.04948744177818298
7029,0,10,0,0.051067329943180084
7029,0,11,0,0.05264721438288689
7029,0,12,0,0.05422710254788399
7029,0,13,0,0.05580699071288109
7029,0,14,0,0.05738687887787819
7029,0,15,0,0.05896677076816559
7029,0,16,0,0.06054665148258209
7029,0,17,0,0.06211908161640167
7029,0,18,0,0.06354013085365295
7029,0,19,0,0.06496118009090424
7029,0,20,0,0.06638221442699432
7029,0,21,0,0.0678032711148262
7029,0,22,0,0.06818219274282455
7029,0,23,0,0.06858644634485245
7029,1,0,0,0.04015108942985535
7029,1,1,0,0.04011809825897217
7029,1,2,0,0.04008511081337929
7029,1,3,0,0.04005211964249611
7029,1,4,0,0.04079610854387283
7029,1,5,0,0.0417361706495285
7029,1,6,0,0.04267624765634537
7029,1,7,0,0.043616317212581635
7029,1,8,0,0.0445563904941082
7029,1,9,0,0.045975327491760254
7029,1,10,0,0.04755432903766632
7029,1,11,0,0.04913333058357239
7029,1,12,0,0.05071233585476875
7029,1,13,0,0.05229134112596512
7029,1,14,0,0.053870342671871185
7029,1,15,0,0.0554744116961956
7029,1,16,0,0.05704046040773392
7029,1,17,0,0.05762187018990517
7029,1,18,0,0.058203279972076416
7029,1,19,0,0.05878468602895737
7029,1,20,0,0.059366095811128616
7029,1,21,0,0.05994750186800957
7029,1,22,0,0.06050684303045273
7029,1,23,0,0.06092941015958786
7029,2,0,0,0.03717704117298126
7029,2,1,0,0.03811711445450783
7029,2,2,0,0.03905718773603439
7029,2,3,0,0.03999726101756096
7029,2,4,0,0.04093732684850693
7029,2,5,0,0.041877396404743195
7029,2,6,0,0.04281747341156006
7029,2,7,0,0.043757542967796326
7029,2,8,0,0.04476694390177727
7029,2,9,0,0.045787569135427475
7029,2,10,0,0.04680820181965828
7029,2,11,0,0.04760577157139778
7029,2,12,0,0.04754824563860893
7029,2,13,0,0.047490719705820084
7029,2,14,0,0.04743319749832153
7029,2,15,0,0.04761914536356926
7029,2,16,0,0.04820055514574051
7029,2,17,0,0.04878196120262146
7029,2,18,0,0.04936337471008301
7029,2,19,0,0.04994478076696396
7029,2,20,0,0.05070754885673523
7029,2,21,0,0.051573313772678375
7029,2,22,0,0.05243907868862152
7029,2,23,0,0.05330483987927437
7029,3,0,0,0.0394512340426445
7029,3,1,0,0.039356689900159836
7029,3,2,0,0.03958321735262871
7029,3,3,0,0.04041318967938423
7029,3,4,0,0.04143381863832474
7029,3,5,0,0.04245445132255554
7029,3,6,0,0.04312247037887573
7029,3,7,0,0.043064944446086884
7029,3,8,0,0.04300742223858833
7029,3,9,0,0.04294990003108978
7029,3,10,0,0.042892374098300934
7029,3,11,0,0.04308733344078064
7029,3,12,0,0.04331415891647339
7029,3,13,0,0.043540991842746735
7029,3,14,0,0.043767817318439484
7029,3,15,0,0.04399465024471283
7029,3,16,0,0.04422147944569588
7029,3,17,0,0.04444831237196922
7029,3,18,0,0.04467514529824257
7029,3,19,0,0.04490196704864502
7029,3,20,0,0.045128799974918365
7029,3,21,0,0.04536370560526848
7029,3,22,0,0.046229466795921326
7029,3,23,0,0.04709523171186447
7029,4,0,0,0.043943725526332855
7029,4,1,0,0.04340626299381256
7029,4,2,0,0.04251791536808014
7029,4,3,0,0.04162956774234772
7029,4,4,0,0.04100397974252701
7029,4,5,0,0.04069508984684944
7029,4,6,0,0.04038620740175247
7029,4,7,0,0.040077321231365204
7029,4,8,0,0.04026621952652931
7029,4,9,0,0.04049305245280266
7029,4,10,0,0.040719881653785706
7029,4,11,0,0.04094671085476875
7029,4,12,0,0.0411735400557518
7029,4,13,0,0.04140036553144455
7029,4,14,0,0.041627198457717896
7029,4,15,0,0.04185402765870094
7029,4,16,0,0.04208086058497429
7029,4,17,0,0.04203014075756073
7029,4,18,0,0.04213343933224678
7029,4,19,0,0.04224114120006561
7029,4,20,0,0.04234882444143295
7029,4,21,0,0.042456526309251785
7029,4,22,0,0.04256421700119972
7029,4,23,0,0.042671915143728256
7029,5,0,0,0.0452425479888916
7029,5,1,0,0.044675808399915695
7029,5,2,0,0.04410906881093979
7029,5,3,0,0.0432320199906826
7029,5,4,0,0.04234366863965988
7029,5,5,0,0.04145531728863716
7029,5,6,0,0.040771424770355225
7029,5,7,0,0.040462542325258255
7029,5,8,0,0.04015365615487099
7029,5,9,0,0.03984477370977402
7029,5,10,0,0.03959263488650322
7029,5,11,0,0.039278823882341385
7029,5,12,0,0.0389656126499176
7029,5,13,0,0.03907330706715584
7029,5,14,0,0.039181001484394073
7029,5,15,0,0.03928869590163231
7029,5,16,0,0.039396386593580246
